Entry,Exp_Rate_Constant k1 (M-1s-1),Substrate SMILES,Nucleophile SMILES,Product SMILES,Reaction SMILES,Temp (K),Activation Free Energy (kcalmol-1),Reference,Year,Title,Authors,DOI,Book_Page,Table,Nucleophile,Leaving Group,Solvent,logk,Entry IDs of Duplicates,Model_Flag
39,0.012,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,CC(=O)c1cccc([S-])c1,CC(=O)c1cccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.CC(=O)c1cccc([S-])c1>>CC(=O)c1cccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,298,20.04,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,1-(3-sulfanylphenyl)ethanone,Cl,Ethanol:Water (95% v/v),-1.92,,modelled
40,0.0086,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,[S-]c1ccc(Br)cc1,O=[N+]([O-])c1ccc(Sc2ccc(Br)cc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.[S-]c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(Sc2ccc(Br)cc2)c([N+](=O)[O-])c1,298,20.24,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,4-bromobenzenethiol,Cl,Ethanol:Water (95% v/v),-2.07,,modelled
41,0.0056,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,[S-]c1cccc(Cl)c1,O=[N+]([O-])c1ccc(Sc2cccc(Cl)c2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.[S-]c1cccc(Cl)c1>>O=[N+]([O-])c1ccc(Sc2cccc(Cl)c2)c([N+](=O)[O-])c1,298,20.49,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,3-chlorobenzenethiol,Cl,Ethanol:Water (95% v/v),-2.25,,modelled
42,0.0061,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,[S-]c1cccc(Br)c1,O=[N+]([O-])c1ccc(Sc2cccc(Br)c2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.[S-]c1cccc(Br)c1>>O=[N+]([O-])c1ccc(Sc2cccc(Br)c2)c([N+](=O)[O-])c1,298,20.44,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,3-bromobenzenethiol,Cl,Ethanol:Water (95% v/v),-2.21,,modelled
43,0.0302,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,CC(=O)c1ccc([S-])cc1,CC(=O)c1ccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.CC(=O)c1ccc([S-])cc1>>CC(=O)c1ccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,298,19.49,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,1-(4-sulfanylphenyl)ethanone,Cl,Ethanol:Water (95% v/v),-1.52,,modelled
44,0.0215,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,Cc1ccccc1[S-],Cc1ccccc1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.Cc1ccccc1[S-]>>Cc1ccccc1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],298,19.7,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,2-methylbenzenethiol,Cl,Ethanol:Water (95% v/v),-1.67,,modelled
45,0.034,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,Nc1ccccc1[S-],Nc1ccccc1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.Nc1ccccc1[S-]>>Nc1ccccc1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],298,19.42,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,2-aminobenzenethiol,Cl,Ethanol:Water (95% v/v),-1.47,,modelled
46,0.003,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc([S-])cc1,O=[N+]([O-])c1ccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.O=[N+]([O-])c1ccc([S-])cc1>>O=[N+]([O-])c1ccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,298,20.86,"J. Chem. Soc., Perkin Trans. 2, 1974, 238-241",1974,Some studies of substituent effects on the nucleophilic reactivities of thiophenoxide ions,"Crampton, Michael R.; Willison, Michael J.",https://doi.org/10.1039/P29740000238,,3,4-nitrobenzenethiol,Cl,Ethanol:Water(95% v/v),-2.52,,modelled
47,4.32,COc1sc([N+](=O)[O-])cc1S(C)(=O)=O,C1CCNCC1,CS(=O)(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COc1sc([N+](=O)[O-])cc1S(C)(=O)=O.C1CCNCC1>>CS(=O)(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,16.27,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,DMSO,0.64,"51, 55",modelled
48,0.52,COC(=O)c1cc([N+](=O)[O-])sc1OC,C1CCNCC1,COC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COC(=O)c1cc([N+](=O)[O-])sc1OC.C1CCNCC1>>COC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,17.5,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,DMSO,-0.28,"52, 56",modelled
49,0.371,COc1sc([N+](=O)[O-])cc1C(N)=O,C1CCNCC1,NC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COc1sc([N+](=O)[O-])cc1C(N)=O.C1CCNCC1>>NC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,17.7,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,DMSO,-0.43,"53, 57",modelled
50,0.025,COc1ccc([N+](=O)[O-])s1,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)s1,COc1ccc([N+](=O)[O-])s1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)s1,293,19.27,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,DMSO,-1.6,"54, 58",modelled
51,0.847,COc1sc([N+](=O)[O-])cc1S(C)(=O)=O,C1CCNCC1,CS(=O)(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COc1sc([N+](=O)[O-])cc1S(C)(=O)=O.C1CCNCC1>>CS(=O)(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,17.22,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Acetonitrile,-0.07,"47, 55",modelled
52,0.18,COC(=O)c1cc([N+](=O)[O-])sc1OC,C1CCNCC1,COC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COC(=O)c1cc([N+](=O)[O-])sc1OC.C1CCNCC1>>COC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,18.12,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Acetonitrile,-0.74,"48, 56",modelled
53,0.0593,COc1sc([N+](=O)[O-])cc1C(N)=O,C1CCNCC1,NC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COc1sc([N+](=O)[O-])cc1C(N)=O.C1CCNCC1>>NC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,18.77,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Acetonitrile,-1.23,"49, 57",modelled
54,0.00391,COc1ccc([N+](=O)[O-])s1,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)s1,COc1ccc([N+](=O)[O-])s1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)s1,293,20.35,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Acetonitrile,-2.41,"50, 58",modelled
55,0.0755,COc1sc([N+](=O)[O-])cc1S(C)(=O)=O,C1CCNCC1,CS(=O)(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COc1sc([N+](=O)[O-])cc1S(C)(=O)=O.C1CCNCC1>>CS(=O)(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,18.62,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Methanol,-1.12,"47, 51",modelled
56,0.0216,COC(=O)c1cc([N+](=O)[O-])sc1OC,C1CCNCC1,COC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COC(=O)c1cc([N+](=O)[O-])sc1OC.C1CCNCC1>>COC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,19.35,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Methanol,-1.67,"48, 52",modelled
57,0.00692,COc1sc([N+](=O)[O-])cc1C(N)=O,C1CCNCC1,NC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,COc1sc([N+](=O)[O-])cc1C(N)=O.C1CCNCC1>>NC(=O)c1cc([N+](=O)[O-])sc1N1CCCCC1,293,20.01,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Methanol,-2.16,"49, 53",modelled
58,0.000222,COc1ccc([N+](=O)[O-])s1,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)s1,COc1ccc([N+](=O)[O-])s1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)s1,293,22.02,"Int J Chem Kinet., 2014; 46, 470-476",2014,Nucleophilic Substitution Reactions of 2-Methoxy-3-X-5-nitrothiophenes: Effect of Substituents and Structure–Reactivity Correlations,"ECHAIEB, A.; GABSI, W.; BOUBAKER, T.",https://doi.org/10.1002/kin.20863,,1,Piperidine,Methoxide,Methanol,-3.65,"50, 54",modelled
59,37,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,COc1ccc(CN)cc1,COc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.COc1ccc(CN)cc1>>COc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,298,15.29,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-nitrophenyl)methanamine,Cl,Acetonitrile,1.57,71,modelled
60,31,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,Cc1ccc(CN)cc1,Cc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.Cc1ccc(CN)cc1>>Cc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,298,15.39,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-cyanophenyl)methanamine,Cl,Acetonitrile,1.49,72,modelled
61,19.7,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,NCc1ccccc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.NCc1ccccc1>>O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2ccccc2)c([N+](=O)[O-])c1,298,15.66,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,Phenylmethanamine,Cl,Acetonitrile,1.29,73,modelled
62,11.3,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,NCc1ccc(Cl)cc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2ccc(Cl)cc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.NCc1ccc(Cl)cc1>>O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2ccc(Cl)cc2)c([N+](=O)[O-])c1,298,15.99,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-chlorophenyl)methanamine,Cl,Acetonitrile,1.05,74,modelled
63,8.93,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,COc1ccc(CN)cc1,COc1ccc(CNc2c([N+](=O)[O-])cc(C#N)cc2[N+](=O)[O-])cc1,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.COc1ccc(CN)cc1>>COc1ccc(CNc2c([N+](=O)[O-])cc(C#N)cc2[N+](=O)[O-])cc1,298,16.13,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-nitrophenyl)methanamine,Cl,Acetonitrile,0.95,75,modelled
64,7.96,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,Cc1ccc(CN)cc1,Cc1ccc(CNc2c([N+](=O)[O-])cc(C#N)cc2[N+](=O)[O-])cc1,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.Cc1ccc(CN)cc1>>Cc1ccc(CNc2c([N+](=O)[O-])cc(C#N)cc2[N+](=O)[O-])cc1,298,16.2,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-cyanophenyl)methanamine,Cl,Acetonitrile,0.9,76,modelled
65,5.03,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,NCc1ccccc1,N#Cc1cc([N+](=O)[O-])c(NCc2ccccc2)c([N+](=O)[O-])c1,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.NCc1ccccc1>>N#Cc1cc([N+](=O)[O-])c(NCc2ccccc2)c([N+](=O)[O-])c1,298,16.47,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,Phenylmethanamine,Cl,Acetonitrile,0.7,77,modelled
66,2.87,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,NCc1ccc(Cl)cc1,N#Cc1cc([N+](=O)[O-])c(NCc2ccc(Cl)cc2)c([N+](=O)[O-])c1,N#Cc1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.NCc1ccc(Cl)cc1>>N#Cc1cc([N+](=O)[O-])c(NCc2ccc(Cl)cc2)c([N+](=O)[O-])c1,298,16.8,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-chlorophenyl)methanamine,Cl,Acetonitrile,0.46,78,failed
67,1.06,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,NCc1ccc(CO)cc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NCc1ccc(CO)cc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl.NCc1ccc(CO)cc1>>O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NCc1ccc(CO)cc1,298,17.39,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-nitrophenyl)methanamine,Cl,Acetonitrile,0.03,79,modelled
68,0.882,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,Cc1ccc(CN)cc1,Cc1ccc(CNc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl.Cc1ccc(CN)cc1>>Cc1ccc(CNc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])cc1,298,17.5,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-cyanophenyl)methanamine,Cl,Acetonitrile,-0.05,80,modelled
69,0.622,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,NCc1ccccc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NCc1ccccc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl.NCc1ccccc1>>O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NCc1ccccc1,298,17.71,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,Phenylmethanamine,Cl,Acetonitrile,-0.21,81,modelled
70,0.35,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,NCc1ccc(Cl)cc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NCc1ccc(Cl)cc1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl.NCc1ccc(Cl)cc1>>O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NCc1ccc(Cl)cc1,298,18.05,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-chlorophenyl)methanamine,Cl,Acetonitrile,-0.46,82,modelled
71,3.12,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,COc1ccc(CN)cc1,COc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.COc1ccc(CN)cc1>>COc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,298,16.75,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-nitrophenyl)methanamine,Cl,Methanol,0.49,59,modelled
72,2.47,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,Cc1ccc(CN)cc1,Cc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.Cc1ccc(CN)cc1>>Cc1ccc(CNc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,298,16.89,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,1-(4-cyanophenyl)methanamine,Cl,Methanol,0.39,60,modelled
73,2.34,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,NCc1ccccc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1.NCc1ccccc1>>O=[N+]([O-])c1cc([N+](=O)[O-])c(NCc2ccccc2)c([N+](=O)[O-])c1,298,16.92,"Korean Chemical Society (2010), 31(11), 3279-3282",2010,"Kinetics and Mechanism of Nucleophilic Substitution Reaction of 4-Substituted-2,6-dinitrochlorobenzene with Benzylamines in MeOH-MeCN Mixtures","Young Sun Kim, Hojune Choi, Kiyull Yang, Jong Keun Park, In Sun Koo",https://doi.org/10.5012/bkcs.2010.31.11.3279,,1,Phenylmethanamine,Cl,Methanol,0.37,61,modelled
